target name,accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score,bias,hmm from,hmm to,ali from,ali to,env from,env to,acc,description of target
7tm_1,PF00001.25,259,A0A6C0PNE5,-,419,6.80E-44,150.5,13.8,1,1,1.40E-47,9.40E-44,150,13.8,1,259,63,336,63,336,0.91,7 transmembrane receptor (rhodopsin family)
7TM_GPCR_Srsx,PF10320.13,257,A0A6C0PNE5,-,419,2.20E-05,24.2,14.4,1,1,2.20E-08,0.00015,21.4,14.4,1,256,57,350,57,351,0.69,Serpentine type 7TM GPCR chemoreceptor Srsx
Sigma_reg_N,PF13800.10,90,A0A6C0PNE5,-,419,1.5,9.3,4.7,1,2,0.029,2.00E+02,2.6,0.2,8,35,157,186,153,198,0.66,Sigma factor regulator N-terminal
Sigma_reg_N,PF13800.10,90,A0A6C0PNE5,-,419,1.5,9.3,4.7,2,2,0.0011,7.8,7.1,0.6,5,32,267,294,266,318,0.64,Sigma factor regulator N-terminal
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,1,30,0.0026,4.9,7.9,0.3,11,25,14,30,8,31,0.91,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,2,30,1.10E-10,2.10E-07,31.1,0.4,1,25,34,58,34,59,0.93,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,3,30,3.10E-08,5.80E-05,23.4,0.8,1,24,62,85,62,87,0.96,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,4,30,5.80E-07,0.0011,19.4,0.6,1,25,90,114,90,115,0.96,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,5,30,0.017,33,5.3,0.4,10,25,430,445,427,446,0.85,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,6,30,0.0024,4.5,8,0.6,12,25,753,766,749,767,0.87,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,7,30,3.30E-10,6.20E-07,29.6,0,1,25,770,794,770,795,0.93,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,8,30,3.00E-12,5.60E-09,36,0.8,1,24,798,821,798,823,0.96,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,9,30,0.018,35,5.2,0.2,15,25,1082,1092,1075,1093,0.83,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,10,30,2.40E-11,4.60E-08,33.1,0.1,1,25,1096,1120,1096,1121,0.93,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,11,30,7.10E-06,0.013,16,0.5,1,24,1124,1147,1124,1149,0.9,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,12,30,0.051,96,3.8,0.1,1,24,1152,1177,1152,1179,0.83,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,13,30,1.2,2.30E+03,-0.5,0.1,2,10,1183,1191,1182,1198,0.82,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,14,30,0.038,71,4.3,3,8,24,1456,1470,1453,1470,0.78,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,15,30,6.70E-09,1.30E-05,25.5,1.3,1,25,1475,1499,1475,1500,0.93,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,16,30,9.50E-13,1.80E-09,37.6,1.7,1,24,1503,1526,1503,1528,0.96,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,17,30,0.0055,10,6.9,4,2,24,1532,1554,1531,1556,0.9,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,18,30,0.0038,7.2,7.4,0.3,14,25,1730,1741,1722,1742,0.82,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,19,30,5.40E-09,1.00E-05,25.8,1,1,23,1745,1767,1745,1770,0.91,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,20,30,6.10E-09,1.20E-05,25.6,0.4,1,25,1773,1797,1773,1798,0.93,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,21,30,0.14,2.60E+02,2.5,0.1,1,10,1801,1810,1801,1815,0.88,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,22,30,2.3,4.30E+03,-1.4,0,1,21,2123,2151,2123,2152,0.66,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,23,30,0.0025,4.7,8,0.9,12,25,2160,2173,2158,2174,0.89,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,24,30,5.00E-09,9.40E-06,25.9,2.2,2,25,2178,2201,2177,2202,0.93,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,25,30,1.10E-12,2.00E-09,37.4,0.4,1,24,2205,2228,2205,2230,0.95,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,26,30,6.60E-06,0.012,16.1,2.2,1,25,2233,2257,2233,2257,0.94,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,27,30,0.28,5.30E+02,1.5,0.1,2,12,2262,2272,2261,2275,0.83,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,28,30,0.017,32,5.3,0.3,14,25,2460,2471,2448,2472,0.72,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,29,30,2.10E-10,3.90E-07,30.2,0.3,1,25,2475,2499,2475,2500,0.93,Zinc-finger double domain
zf-H2C2_2,PF13465.10,26,A0A6P7S431,-,2522,1.40E-108,349.2,207,30,30,0.0045,8.6,7.1,0.3,1,12,2503,2514,2503,2516,0.88,Zinc-finger double domain
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,1,29,1.80E-06,0.0035,17.9,5,1,23,20,42,20,42,0.99,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,2,29,4.70E-08,9.00E-05,22.9,0.7,1,23,48,70,48,70,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,3,29,6.50E-07,0.0012,19.3,2,1,23,76,98,76,98,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,4,29,0.0029,5.5,7.8,1.8,1,23,104,126,104,126,0.96,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,5,29,0.1,1.90E+02,3,0.4,2,14,384,396,383,400,0.84,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,6,29,0.0053,10,7,1.6,1,20,435,454,435,456,0.94,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,7,29,9.3,1.70E+04,-3.2,0.1,10,19,686,695,686,696,0.9,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,8,29,3.00E-07,0.00057,20.4,3.6,1,23,756,778,756,778,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,9,29,4.60E-07,0.00086,19.8,0.1,1,23,784,806,784,806,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,10,29,9.30E-08,0.00018,22,4.8,1,23,812,834,812,834,0.99,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,11,29,9.60E-06,0.018,15.6,4.3,1,23,1082,1104,1082,1104,0.96,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,12,29,2.30E-08,4.40E-05,23.9,0.4,1,23,1110,1132,1110,1132,0.99,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,13,29,7.00E-06,0.013,16.1,0.3,1,23,1138,1160,1138,1160,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,14,29,0.0002,0.38,11.5,0.2,2,23,1169,1190,1168,1190,0.97,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,15,29,7.00E-07,0.0013,19.2,4.7,1,23,1461,1483,1461,1483,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,16,29,6.90E-06,0.013,16.1,2.8,1,23,1489,1511,1489,1511,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,17,29,2.90E-07,0.00054,20.4,3,1,23,1517,1539,1517,1539,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,18,29,0.003,5.8,7.8,3.6,1,23,1545,1567,1545,1567,0.99,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,19,29,1.60E-08,3.00E-05,24.4,3.5,1,23,1731,1753,1731,1753,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,20,29,1.00E-06,0.0019,18.7,0.4,1,23,1759,1781,1759,1781,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,21,29,1.70E-05,0.032,14.9,1.3,1,23,1787,1809,1787,1809,0.98,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,22,29,0.13,2.40E+02,2.7,0.5,8,23,2055,2070,2043,2070,0.85,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,23,29,0.12,2.30E+02,2.7,0.3,2,22,2110,2130,2109,2132,0.84,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,24,29,2.60E-08,4.90E-05,23.7,2.1,1,23,2163,2185,2163,2185,0.99,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,25,29,3.80E-08,7.20E-05,23.2,4.2,1,23,2191,2213,2191,2213,0.97,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,26,29,2.10E-07,0.0004,20.9,0.9,1,23,2219,2241,2219,2241,0.99,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,27,29,0.044,84,4.1,6.5,1,21,2247,2267,2247,2269,0.95,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,28,29,7.20E-08,0.00014,22.3,1.9,1,23,2461,2483,2461,2483,0.99,"Zinc finger, C2H2 type"
zf-C2H2,PF00096.30,23,A0A6P7S431,-,2522,6.30E-90,290.9,264.8,29,29,2.50E-08,4.80E-05,23.8,0.7,1,23,2489,2511,2489,2511,0.99,"Zinc finger, C2H2 type"
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,1,28,3.80E-05,0.072,14.1,2.3,1,23,20,42,20,43,0.95,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,2,28,1.20E-05,0.022,15.7,0.6,1,23,48,70,48,71,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,3,28,5.80E-06,0.011,16.6,1.2,1,23,76,98,76,99,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,4,28,0.0069,13,7,2.4,1,23,104,126,104,127,0.93,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,5,28,0.1,1.90E+02,3.4,0.3,2,15,384,397,383,400,0.85,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,6,28,0.0069,13,7,0.4,1,19,435,453,435,454,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,7,28,4.50E-05,0.085,13.8,2,1,23,756,778,756,779,0.94,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,8,28,2.60E-05,0.05,14.6,0.1,1,23,784,806,784,807,0.97,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,9,28,9.30E-06,0.018,16,3.2,1,23,812,834,812,835,0.95,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,10,28,0.00021,0.4,11.7,2.6,1,23,1082,1104,1082,1105,0.92,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,11,28,6.60E-06,0.013,16.4,0.5,1,23,1110,1132,1110,1133,0.97,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,12,28,5.00E-05,0.094,13.7,0.4,1,23,1138,1160,1138,1161,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,13,28,0.0002,0.38,11.8,0.2,2,23,1169,1190,1168,1191,0.94,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,14,28,5.40E-06,0.01,16.7,3.4,1,23,1461,1483,1461,1484,0.95,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,15,28,7.40E-06,0.014,16.3,2.6,1,23,1489,1511,1489,1512,0.97,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,16,28,2.10E-06,0.0039,18,2.4,1,23,1517,1539,1517,1540,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,17,28,0.0015,2.8,9.1,2.9,1,23,1545,1567,1545,1568,0.92,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,18,28,1.80E-05,0.035,15,2.5,1,23,1731,1753,1731,1754,0.95,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,19,28,4.70E-06,0.0089,16.9,0.5,1,23,1759,1781,1759,1782,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,20,28,2.90E-05,0.055,14.4,1.3,1,23,1787,1809,1787,1810,0.97,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,21,28,0.0018,3.4,8.9,0.6,1,23,2048,2070,2048,2070,0.95,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,22,28,0.0018,3.4,8.9,0.2,1,24,2109,2132,2109,2132,0.87,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,23,28,7.10E-06,0.013,16.3,1.2,1,23,2163,2185,2163,2186,0.95,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,24,28,3.10E-06,0.0059,17.4,3.2,1,23,2191,2213,2191,2214,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,25,28,1.90E-06,0.0035,18.1,1.1,1,23,2219,2241,2219,2242,0.96,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,26,28,0.008,15,6.8,5.6,1,21,2247,2267,2247,2269,0.94,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,27,28,3.70E-05,0.071,14.1,0.9,1,23,2461,2483,2461,2484,0.94,C2H2-type zinc finger
zf-C2H2_4,PF13894.10,24,A0A6P7S431,-,2522,2.90E-72,232.8,230.9,28,28,2.40E-06,0.0046,17.8,0.9,1,23,2489,2511,2489,2512,0.97,C2H2-type zinc finger
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,1,25,0.21,3.90E+02,1.6,1.4,2,23,20,41,19,42,0.86,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,2,25,0.00011,0.2,12.1,0.1,1,22,47,68,47,68,0.94,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,3,25,1.20E-05,0.023,15.1,0.4,2,24,76,98,75,99,0.94,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,4,25,3.2,6.10E+03,-2.2,0.3,2,8,104,110,103,113,0.84,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,5,25,0.096,1.80E+02,2.7,0.6,4,16,385,397,385,400,0.88,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,6,25,1,1.90E+03,-0.6,1.2,2,20,435,453,434,453,0.92,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,7,25,0.14,2.70E+02,2.1,0.6,2,21,756,775,755,776,0.79,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,8,25,0.11,2.10E+02,2.5,0,2,22,784,804,783,804,0.91,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,9,25,0.00035,0.66,10.4,0.9,2,20,812,830,811,834,0.93,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,10,25,0.012,22,5.6,0.8,2,22,1082,1102,1081,1102,0.89,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,11,25,1.80E-05,0.033,14.6,0.1,2,22,1110,1130,1109,1130,0.94,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,12,25,0.0017,3.2,8.2,0,2,22,1138,1158,1137,1158,0.93,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,13,25,0.086,1.60E+02,2.8,0.6,3,22,1169,1188,1167,1188,0.93,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,14,25,0.037,70,4,0.9,1,23,1460,1482,1460,1483,0.92,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,15,25,0.0011,2,8.9,0.3,1,23,1488,1510,1488,1511,0.94,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,16,25,0.057,1.10E+02,3.4,0.1,4,21,1519,1536,1516,1538,0.9,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,17,25,0.065,1.20E+02,3.2,1.9,2,23,1731,1752,1730,1753,0.92,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,18,25,0.00074,1.4,9.4,0,1,22,1758,1779,1758,1779,0.94,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,19,25,0.52,9.90E+02,0.3,0.3,2,22,1787,1807,1786,1807,0.93,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,20,25,0.12,2.30E+02,2.3,0.2,2,22,2163,2183,2162,2183,0.92,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,21,25,0.0017,3.2,8.2,0.4,4,23,2193,2212,2190,2213,0.94,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,22,25,7.70E-06,0.014,15.7,0.6,2,24,2219,2241,2218,2242,0.93,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,23,25,7.8,1.50E+04,-3.4,2.1,2,22,2247,2267,2247,2267,0.7,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,24,25,0.02,38,4.8,0.4,2,23,2461,2482,2460,2483,0.89,Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz,PF12171.12,27,A0A6P7S431,-,2522,9.80E-13,48.1,150.6,25,25,0.00023,0.44,11,0.1,2,23,2489,2510,2488,2511,0.94,Zinc-finger double-stranded RNA-binding
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,1,8,4.2,8.00E+03,-2.6,0,57,75,57,75,52,76,0.74,Helix-turn-helix domain
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,2,8,0.016,31,5.2,0,43,75,779,811,771,814,0.84,Helix-turn-helix domain
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,3,8,0.011,20,5.8,0,51,75,1492,1516,1473,1517,0.81,Helix-turn-helix domain
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,4,8,5,9.50E+03,-2.8,0,59,75,1742,1758,1736,1760,0.73,Helix-turn-helix domain
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,5,8,5.7,1.10E+04,-3,0,57,75,1768,1786,1768,1786,0.93,Helix-turn-helix domain
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,6,8,1.2,2.30E+03,-0.8,0,57,76,2172,2191,2171,2193,0.82,Helix-turn-helix domain
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,7,8,0.0026,4.8,7.8,0,55,75,2198,2218,2195,2220,0.93,Helix-turn-helix domain
HTH_18,PF12833.11,81,A0A6P7S431,-,2522,6.00E-07,29.9,5.4,8,8,0.044,83,3.8,0,46,73,2487,2514,2469,2520,0.73,Helix-turn-helix domain
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,1,8,0.0016,3.1,8.3,0.1,18,51,37,69,23,71,0.79,BolA-like protein
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,2,8,2.8,5.30E+03,-2,0,27,53,432,458,425,464,0.87,BolA-like protein
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,3,8,0.071,1.30E+02,3.1,0.1,23,52,776,806,764,808,0.83,BolA-like protein
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,4,8,0.01,19,5.8,0.2,22,53,1100,1133,1088,1134,0.8,BolA-like protein
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,5,8,2.1,3.90E+03,-1.6,0.1,8,28,1403,1421,1399,1436,0.73,BolA-like protein
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,6,8,0.25,4.70E+02,1.3,0.1,23,48,1481,1507,1474,1511,0.85,BolA-like protein
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,7,8,0.082,1.60E+02,2.9,0.1,17,52,1744,1781,1738,1783,0.81,BolA-like protein
BolA,PF01722.22,75,A0A6P7S431,-,2522,0.012,16.1,23.3,8,8,0.059,1.10E+02,3.3,0.1,22,48,2479,2507,2470,2518,0.82,BolA-like protein
zf-BED,PF02892.19,44,A0A6P7S431,-,2522,0.016,15.4,0.7,1,27,0.29,5.60E+02,0.9,1.7,18,38,21,38,16,43,0.81,BED zinc finger
zf-BED,PF02892.19,44,A0A6P7S431,-,2522,0.016,15.4,0.7,2,27,0.049,94,3.4,1.1,17,38,48,66,37,71,0.85,BED zinc finger
zf-BED,PF02892.19,44,A0A6P7S431,-,2522,0.016,15.4,0.7,3,27,0.0072,14,6.1,3.6,18,41,77,97,73,109,0.87,BED zinc finger
zf-BED,PF02892.19,44,A0A6P7S431,-,2522,0.016,15.4,0.7,4,27,2.2,4.20E+03,-1.9,0.2,17,24,104,111,98,114,0.78,BED zinc finger
zf-BED,PF02892.19,44,A0A6P7S431,-,2522,0.016,15.4,0.7,5,27,0.064,1.20E+02,3,0.6,12,29,378,395,373,401,0.81,BED zinc finger
zf-BED,PF02892.19,44,A0A6P7S431,-,2522,0.016,15.4,0.7,6,27,1.7,3.20E+03,-1.5,0.1,19,32,411,429,410,433,0.81,BED zinc finger
