qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
comp96325_c0_seq1,tr|A0A0L8G8K8|A0A0L8G8K8_OCTBM,100.0,260,0,0,319,1098,1,260,1.03e-172,"483
"
comp385562_c0_seq1,tr|A0A0L8HJF9|A0A0L8HJF9_OCTBM,100.0,364,0,0,179,1270,1,364,0.0,"740
"
comp85438_c0_seq1,tr|A0A0L8HV95|A0A0L8HV95_OCTBM,100.0,40,0,0,278,397,6,45,3.39e-18,"78.6
"
comp151895_c0_seq1,tr|A0A0L8H974|A0A0L8H974_OCTBM,100.0,253,0,0,381,1139,91,343,0.0,"533
"
comp151895_c0_seq1,tr|A0A0L8H974|A0A0L8H974_OCTBM,100.0,90,0,0,16,285,1,90,0.0,"197
"
comp155966_c1_seq1,tr|A0A0L8GGA9|A0A0L8GGA9_OCTBM,98.094,577,10,1,1221,2948,19,595,0.0,"1098
"
comp280698_c0_seq1,tr|A0A0L8ICU9|A0A0L8ICU9_OCTBM,100.0,189,0,0,3,569,69,257,5.47e-139,"389
"
comp86925_c0_seq1,tr|A0A0L8HJM5|A0A0L8HJM5_OCTBM,100.0,533,0,0,240,1838,1,533,0.0,"1071
"
comp58136_c0_seq1,tr|A0A0L8GMG9|A0A0L8GMG9_OCTBM,100.0,739,0,0,69,2285,1,739,0.0,"1397
"
comp181666_c0_seq1,tr|A0A0L8HQU9|A0A0L8HQU9_OCTBM,100.0,162,0,0,641,1126,1,162,4.42e-115,"333
"
comp104705_c0_seq1,tr|A0A0L8FF01|A0A0L8FF01_OCTBM,100.0,488,0,0,192,1655,1,488,0.0,"965
"
comp198735_c0_seq1,tr|A0A0L8HN48|A0A0L8HN48_OCTBM,100.0,373,0,0,214,1332,1,373,0.0,"753
"
comp49097_c0_seq1,tr|A0A0L8GGH9|A0A0L8GGH9_OCTBM,100.0,453,0,0,133,1491,1,453,0.0,"809
"
comp101616_c1_seq1,tr|A0A0L8HBD8|A0A0L8HBD8_OCTBM,100.0,259,0,0,44,820,1,259,3.86e-178,"495
"
comp32428_c0_seq1,tr|A0A0L8FQV0|A0A0L8FQV0_OCTBM,95.402,87,4,0,1,261,141,227,1.61e-58,"179
"
comp137759_c1_seq1,tr|A0A0L8ICA4|A0A0L8ICA4_OCTBM,100.0,285,0,0,309,1163,12,296,0.0,"558
"
comp48798_c0_seq1,tr|A0A0L8GIL8|A0A0L8GIL8_OCTBM,100.0,315,0,0,222,1166,1,315,0.0,"652
"
comp158345_c0_seq1,tr|A0A0L8G929|A0A0L8G929_OCTBM,100.0,713,0,0,181,2319,1,713,0.0,"1213
"
comp197094_c0_seq1,tr|A0A0L8FXJ0|A0A0L8FXJ0_OCTBM,100.0,348,0,0,1177,2220,1,348,0.0,"718
"
comp197094_c0_seq1,tr|A0A0L8FY57|A0A0L8FY57_OCTBM,95.455,22,1,0,333,268,34,55,3.46e-06,"44.7
"
comp131656_c0_seq1,tr|A0A0L8I7P5|A0A0L8I7P5_OCTBM,100.0,281,0,0,831,1673,1,281,0.0,"586
"
comp131656_c0_seq1,tr|A0A0L8I6C6|A0A0L8I6C6_OCTBM,100.0,169,0,0,1836,2342,1,169,1.23e-117,"353
"
comp89711_c0_seq2,tr|A0A0L8HGC8|A0A0L8HGC8_OCTBM,99.49,196,1,0,76,663,1,196,3.53e-120,"352
"
comp78336_c0_seq2,tr|A0A0L8FR70|A0A0L8FR70_OCTBM,100.0,40,0,0,1195,1076,1,40,5.95e-19,"80.9
"
comp154366_c0_seq1,tr|A0A0L8HBC4|A0A0L8HBC4_OCTBM,99.612,258,1,0,2875,3648,1,258,3.36e-163,"485
"
comp154366_c0_seq1,tr|A0A0L8HBR5|A0A0L8HBR5_OCTBM,100.0,204,0,0,2218,2829,1,204,2.01e-119,"368
"
comp154366_c0_seq1,tr|A0A0L8HCX1|A0A0L8HCX1_OCTBM,100.0,30,0,0,94,183,1,30,1.88e-12,"62.0
"
comp164991_c0_seq3,tr|A0A0L8H7A6|A0A0L8H7A6_OCTBM,100.0,765,0,0,1123,3417,1,765,0.0,"1301
"
comp164991_c0_seq3,tr|A0A0L8H7A2|A0A0L8H7A2_OCTBM,97.207,179,5,0,6445,6981,3,181,6.17e-115,"361
"
comp148413_c0_seq2,tr|A0A0L8FLP1|A0A0L8FLP1_OCTBM,100.0,436,0,0,732,2039,43,478,0.0,"829
"
comp148413_c0_seq2,tr|A0A0L8FLP1|A0A0L8FLP1_OCTBM,100.0,42,0,0,607,732,1,42,5.2e-18,"87.4
"
comp148413_c0_seq2,tr|A0A0L8GY29|A0A0L8GY29_OCTBM,100.0,49,0,0,343,489,1,49,1.46e-26,"102
"
comp504824_c0_seq1,tr|A0A0L8H4J4|A0A0L8H4J4_OCTBM,100.0,86,0,0,184,441,1,86,1.92e-54,"178
"
comp151253_c0_seq2,tr|A0A0L8HQU4|A0A0L8HQU4_OCTBM,100.0,802,0,0,2014,4419,80,881,0.0,"1266
"
comp151253_c0_seq2,tr|A0A0L8HQU7|A0A0L8HQU7_OCTBM,99.758,414,1,0,646,1887,253,666,0.0,"711
"
comp151253_c0_seq2,tr|A0A0L8I3N5|A0A0L8I3N5_OCTBM,99.645,282,1,0,4453,5298,1250,1531,6.1e-138,"470
"
comp46546_c0_seq1,tr|A0A0L8H748|A0A0L8H748_OCTBM,100.0,431,0,0,2,1294,95,525,0.0,"813
"
comp157351_c0_seq7,tr|A0A0L8FXF4|A0A0L8FXF4_OCTBM,98.095,105,2,0,568,882,1,105,4.95e-69,"212
"
comp118910_c0_seq2,tr|A0A0L8HKS5|A0A0L8HKS5_OCTBM,100.0,599,0,0,197,1993,1,599,0.0,"1191
"
comp106111_c0_seq1,tr|A0A0L8FT93|A0A0L8FT93_OCTBM,100.0,252,0,0,527,1282,1,252,2.97e-179,"511
"
comp144282_c0_seq1,tr|A0A0L8HF28|A0A0L8HF28_OCTBM,100.0,816,0,0,792,3239,1,816,0.0,"1508
"
comp172705_c0_seq1,tr|A0A0L8H4Z0|A0A0L8H4Z0_OCTBM,99.401,167,1,0,2269,2769,40,206,2.68e-112,"343
"
comp172705_c0_seq1,tr|A0A0L8H4Z0|A0A0L8H4Z0_OCTBM,99.401,167,1,0,614,114,40,206,2.68e-112,"343
"
comp156943_c0_seq1,tr|A0A0L8HZH4|A0A0L8HZH4_OCTBM,100.0,142,0,0,897,1322,1,142,5.4e-80,"252
"
comp160611_c0_seq3,tr|A0A0L8I557|A0A0L8I557_OCTBM,100.0,901,0,0,49,2751,1167,2067,0.0,"1809
"
comp165883_c0_seq3,tr|A0A0L8HTT4|A0A0L8HTT4_OCTBM,100.0,874,0,0,2968,5589,170,1043,0.0,"1546
"
comp165883_c0_seq3,tr|A0A0L8FYY2|A0A0L8FYY2_OCTBM,100.0,514,0,0,1218,2759,1,514,0.0,"966
"
comp165883_c0_seq3,tr|A0A0L8G3G3|A0A0L8G3G3_OCTBM,100.0,66,0,0,930,1127,1,66,4.05e-37,"134
"
comp160905_c2_seq5,tr|A0A0L8HK94|A0A0L8HK94_OCTBM,100.0,552,0,0,3048,4703,1,552,0.0,"1068
"
comp160905_c2_seq5,tr|A0A0L8GT63|A0A0L8GT63_OCTBM,100.0,409,0,0,2484,1258,1,409,0.0,"621
"
comp160905_c2_seq5,tr|A0A0L8HLK4|A0A0L8HLK4_OCTBM,100.0,71,0,0,2724,2512,1,71,1.24e-39,"141
"
comp156867_c0_seq4,tr|A0A0L8HFF6|A0A0L8HFF6_OCTBM,99.729,738,1,1,236,2446,1,738,0.0,"1444
"
comp156867_c0_seq4,tr|A0A0L8HFF6|A0A0L8HFF6_OCTBM,99.13,115,1,0,2460,2804,738,852,2.01e-68,"246
"
comp176099_c0_seq1,tr|A0A0L8HKS7|A0A0L8HKS7_OCTBM,100.0,263,0,0,439,1227,1,263,0.0,"520
"
comp70948_c0_seq1,tr|A0A0L8GME8|A0A0L8GME8_OCTBM,100.0,382,0,0,165,1310,1,382,0.0,"766
"
comp70948_c0_seq1,tr|A0A0L8GE56|A0A0L8GE56_OCTBM,100.0,36,0,0,557,450,29,64,4.13e-17,"75.5
"
comp56064_c0_seq1,tr|A0A0L8FLW2|A0A0L8FLW2_OCTBM,100.0,409,0,0,657,1883,10,418,0.0,"801
"
comp56064_c0_seq1,tr|A0A0L8FHC5|A0A0L8FHC5_OCTBM,99.174,121,1,0,249,611,2,122,1.4e-77,"243
"
comp747476_c0_seq1,tr|A0A0L8G342|A0A0L8G342_OCTBM,100.0,157,0,0,212,682,1,157,9.7e-99,"310
"
comp161469_c0_seq2,tr|A0A0L8H549|A0A0L8H549_OCTBM,99.687,639,0,1,139,2049,7,645,0.0,"1323
"
comp157193_c0_seq1,tr|A0A0L8H0W3|A0A0L8H0W3_OCTBM,99.757,412,1,0,423,1658,1,412,0.0,"858
"
comp157193_c0_seq1,tr|A0A0L8H248|A0A0L8H248_OCTBM,99.333,150,1,0,2484,2933,8,157,1.07e-100,"314
"
comp106808_c0_seq1,tr|A0A0L8G7M9|A0A0L8G7M9_OCTBM,100.0,220,0,0,128,787,1,220,4.13e-126,"358
"
comp159280_c0_seq4,tr|A0A0L8HS04|A0A0L8HS04_OCTBM,100.0,598,0,0,1064,2857,1,598,0.0,"1194
"
comp104632_c0_seq1,tr|A0A0L8H8D2|A0A0L8H8D2_OCTBM,100.0,469,0,0,352,1758,1,469,0.0,"848
"
comp142835_c0_seq1,tr|A0A0L8G978|A0A0L8G978_OCTBM,100.0,125,0,0,122,496,1,125,7.73e-67,"209
"
comp145850_c0_seq1,tr|A0A0L8I8L7|A0A0L8I8L7_OCTBM,100.0,340,0,0,816,1835,1,340,0.0,"672
"
comp100734_c0_seq1,tr|A0A0L8H892|A0A0L8H892_OCTBM,100.0,292,0,0,58,933,1,292,0.0,"605
"
comp1453929_c0_seq1,tr|A0A0L8IEA4|A0A0L8IEA4_OCTBM,100.0,246,0,0,1,738,60,305,2.29e-170,"518
"
comp68616_c0_seq2,tr|A0A0L8GHF7|A0A0L8GHF7_OCTBM,100.0,265,0,0,1304,2098,67,331,0.0,"552
"
comp68616_c0_seq2,tr|A0A0L8GHF7|A0A0L8GHF7_OCTBM,100.0,65,0,0,963,1157,1,65,1.77e-26,"110
"
comp165378_c0_seq15,tr|A0A0L8HCJ7|A0A0L8HCJ7_OCTBM,100.0,154,0,0,363,824,1,154,4.03e-98,"311
"
comp165378_c0_seq15,tr|A0A0L8I7T6|A0A0L8I7T6_OCTBM,95.238,168,2,1,825,1328,1,162,3.32e-90,"288
"
comp154616_c0_seq1,tr|A0A0L8IFD1|A0A0L8IFD1_OCTBM,100.0,155,0,0,446,910,1,155,4e-108,"324
"
comp132963_c0_seq2,tr|A0A0L8HX93|A0A0L8HX93_OCTBM,100.0,124,0,0,1240,1611,1,124,3.31e-88,"267
"
comp132963_c0_seq2,tr|A0A0L8HXC2|A0A0L8HXC2_OCTBM,100.0,171,0,0,76,588,2069,2239,1.81e-67,"237
"
comp132963_c0_seq2,tr|A0A0L8HXC2|A0A0L8HXC2_OCTBM,100.0,88,0,0,853,1116,2328,2415,2.18e-37,"148
"
comp133050_c0_seq2,tr|A0A0L8GQG8|A0A0L8GQG8_OCTBM,99.385,325,2,0,418,1392,35,359,0.0,"670
"
comp84915_c0_seq1,tr|A0A0L8FKQ9|A0A0L8FKQ9_OCTBM,100.0,164,0,0,453,944,71,234,1.78e-115,"333
"
comp151337_c0_seq1,tr|A0A0L8I5P7|A0A0L8I5P7_OCTBM,99.701,335,1,0,965,1969,1,335,0.0,"674
"
comp151337_c0_seq1,tr|A0A0L8I5K6|A0A0L8I5K6_OCTBM,96.277,188,7,0,1943,2506,19,206,6.85e-115,"355
"
comp106079_c0_seq1,tr|A0A0L8FRZ4|A0A0L8FRZ4_OCTBM,100.0,653,0,0,606,2564,1,653,0.0,"1308
"
comp3243151_c0_seq1,tr|A0A0L8FLR8|A0A0L8FLR8_OCTBM,100.0,58,0,0,167,340,1,58,7.17e-32,"117
"
comp147715_c0_seq1,tr|A0A0L8HL72|A0A0L8HL72_OCTBM,100.0,554,0,0,359,2020,40,593,0.0,"984
"
comp164517_c3_seq7,tr|A0A0L8H7W7|A0A0L8H7W7_OCTBM,100.0,32,0,0,6285,6380,822,853,8.85e-14,"77.0
"
comp173657_c0_seq1,tr|A0A0L8G203|A0A0L8G203_OCTBM,96.639,238,8,0,572,1285,7,244,2.37e-171,"480
"
comp156682_c0_seq1,tr|A0A0L8GWT2|A0A0L8GWT2_OCTBM,100.0,284,0,0,519,1370,1,284,0.0,"549
"
comp72443_c0_seq1,tr|A0A0L8GBK6|A0A0L8GBK6_OCTBM,100.0,116,0,0,3,350,115,230,2.86e-72,"216
"
comp105564_c0_seq2,tr|A0A0L8I0W2|A0A0L8I0W2_OCTBM,100.0,841,0,0,75,2597,6,846,0.0,"1672
"
comp80821_c0_seq1,tr|A0A0L8GZM9|A0A0L8GZM9_OCTBM,98.958,480,2,1,371,1810,6,482,0.0,"939
"
comp133550_c0_seq1,tr|A0A0L8I242|A0A0L8I242_OCTBM,98.63,146,2,0,3,440,82,227,3.56e-103,"297
"
comp106345_c0_seq1,tr|A0A0L8GE42|A0A0L8GE42_OCTBM,99.548,221,1,0,3,665,98,318,8.65e-155,"438
"
comp154044_c0_seq1,tr|A0A0L8FYR4|A0A0L8FYR4_OCTBM,99.864,734,1,0,3,2204,780,1513,0.0,"1335
"
comp166283_c0_seq6,tr|A0A0L8H8L7|A0A0L8H8L7_OCTBM,100.0,538,0,0,1075,2688,1,538,0.0,"1078
"
comp166283_c0_seq6,tr|A0A0L8H7M9|A0A0L8H7M9_OCTBM,99.66,294,1,0,1,882,549,842,8.57e-167,"506
"
comp163448_c0_seq1,tr|A0A0L8HTU6|A0A0L8HTU6_OCTBM,100.0,549,0,0,705,2351,22,570,0.0,"978
"
comp123210_c0_seq1,tr|A0A0L8I385|A0A0L8I385_OCTBM,100.0,313,0,0,1,939,37,349,0.0,"651
"
comp164529_c1_seq1,tr|A0A0L8GE38|A0A0L8GE38_OCTBM,100.0,74,0,0,1,222,65,138,5.92e-50,"155
"
comp165929_c0_seq10,tr|A0A0L8HEC8|A0A0L8HEC8_OCTBM,99.321,2797,0,2,5499,13889,2,2779,0.0,"4875
"
comp165929_c0_seq10,tr|A0A0L8HE71|A0A0L8HE71_OCTBM,98.749,1678,0,1,300,5333,1,1657,0.0,"3158
"
comp79394_c0_seq1,tr|A0A0L8ID05|A0A0L8ID05_OCTBM,100.0,437,0,0,550,1860,1,437,0.0,"899
"
comp79394_c0_seq1,tr|A0A0L8ICT8|A0A0L8ICT8_OCTBM,100.0,110,0,0,415,86,1,110,5.44e-71,"224
"
comp157071_c0_seq1,tr|A0A0L8G3H9|A0A0L8G3H9_OCTBM,98.876,801,0,2,300,2699,59,851,0.0,"1528
"
comp157071_c0_seq1,tr|A0A0L8G3X6|A0A0L8G3X6_OCTBM,100.0,82,0,0,247,2,1,82,3.1e-48,"166
"
comp178484_c0_seq1,tr|A0A0L8GYT4|A0A0L8GYT4_OCTBM,99.242,132,1,0,570,965,1,132,1.05e-86,"264
"
comp82863_c0_seq1,tr|A0A0L8GRM9|A0A0L8GRM9_OCTBM,98.925,93,1,0,395,673,1,93,3.11e-64,"197
"
comp82863_c0_seq1,tr|A0A0L8GRE2|A0A0L8GRE2_OCTBM,100.0,80,0,0,38,277,1,80,2.74e-52,"167
"
comp164517_c1_seq1,tr|A0A0L8GS71|A0A0L8GS71_OCTBM,99.911,1127,1,0,209,3589,1,1127,0.0,"2283
"
comp164517_c1_seq1,tr|A0A0L8GRX8|A0A0L8GRX8_OCTBM,100.0,206,0,0,4585,3968,1,206,5.96e-142,"434
"
comp149218_c0_seq1,tr|A0A0L8FZL4|A0A0L8FZL4_OCTBM,100.0,840,0,0,312,2831,1,840,0.0,"1691
"
comp166467_c1_seq2,tr|A0A0L8HV94|A0A0L8HV94_OCTBM,96.154,26,1,0,1,78,142,167,3.71e-95,"61.2
"
comp166467_c1_seq2,tr|A0A0L8I0V0|A0A0L8I0V0_OCTBM,95.327,107,5,0,307,627,278,384,5.52e-66,"207
"
comp166467_c1_seq2,tr|A0A0L8G1J7|A0A0L8G1J7_OCTBM,98.148,54,1,0,162,1,1,54,6.59e-31,"107
"
comp153086_c0_seq1,tr|A0A0L8GUN2|A0A0L8GUN2_OCTBM,100.0,121,0,0,417,779,1,121,7.48e-82,"248
"
comp153086_c0_seq1,tr|A0A0L8GHX3|A0A0L8GHX3_OCTBM,100.0,132,0,0,18,413,166,297,1.93e-38,"141
"
comp177481_c0_seq1,tr|A0A0L8GWX5|A0A0L8GWX5_OCTBM,100.0,641,0,0,1245,3167,1,641,0.0,"1232
"
comp177481_c0_seq1,tr|A0A0L8GW90|A0A0L8GW90_OCTBM,100.0,143,0,0,966,538,1,143,5.65e-91,"290
"
comp106859_c0_seq1,tr|A0A0L8GAV7|A0A0L8GAV7_OCTBM,100.0,116,0,0,296,643,1,116,9.42e-60,"194
"
comp81939_c0_seq1,tr|A0A0L8H065|A0A0L8H065_OCTBM,100.0,343,0,0,480,1508,1,343,0.0,"673
"
comp159105_c0_seq1,tr|A0A0L8FFS3|A0A0L8FFS3_OCTBM,100.0,982,0,0,12,2957,1,982,0.0,"1996
"
comp131384_c0_seq1,tr|A0A0L8HFS7|A0A0L8HFS7_OCTBM,100.0,275,0,0,225,1049,1,275,2.04e-177,"493
"
comp101195_c0_seq1,tr|A0A0L8H9Q5|A0A0L8H9Q5_OCTBM,100.0,170,0,0,104,613,5,174,1.83e-107,"311
"
comp19240_c0_seq1,tr|A0A0L8HBP4|A0A0L8HBP4_OCTBM,100.0,307,0,0,61,981,301,607,0.0,"604
"
comp82076_c0_seq1,tr|A0A0L8IG38|A0A0L8IG38_OCTBM,100.0,876,0,0,513,3140,1,876,0.0,"1789
"
comp77722_c0_seq1,tr|A0A0L8FZE7|A0A0L8FZE7_OCTBM,100.0,104,0,0,148,459,1,104,7.67e-62,"186
"
comp93016_c0_seq1,tr|A0A0L8H1K3|A0A0L8H1K3_OCTBM,100.0,573,0,0,219,1937,1,573,0.0,"1163
"
comp74314_c0_seq1,tr|A0A0L8HK54|A0A0L8HK54_OCTBM,100.0,72,0,0,25,240,2426,2497,2.17e-41,"157
"
comp160104_c0_seq12,tr|A0A0L8HJ47|A0A0L8HJ47_OCTBM,100.0,211,0,0,757,1389,1,211,8.86e-133,"390
"
comp160104_c0_seq12,tr|A0A0L8HJF1|A0A0L8HJF1_OCTBM,100.0,80,0,0,490,729,1,80,5.22e-52,"172
"
comp160104_c0_seq12,tr|A0A0L8HJ03|A0A0L8HJ03_OCTBM,100.0,24,0,0,37,108,92,115,3.59e-08,"51.6
"
comp59774_c0_seq1,tr|A0A0L8FFY6|A0A0L8FFY6_OCTBM,98.611,72,1,0,834,1049,2,73,4.46e-41,"154
"
comp154977_c0_seq1,tr|A0A0L8I9D1|A0A0L8I9D1_OCTBM,100.0,913,0,0,297,3035,1,913,0.0,"1798
"
comp17216_c0_seq2,tr|A0A0L8HFZ7|A0A0L8HFZ7_OCTBM,96.552,87,2,1,3,263,90,175,1.44e-55,"172
"
comp141589_c0_seq2,tr|A0A0L8GM58|A0A0L8GM58_OCTBM,100.0,436,0,0,181,1488,1,436,0.0,"871
"
comp121504_c0_seq1,tr|A0A0L8FT06|A0A0L8FT06_OCTBM,100.0,73,0,0,412,630,1,73,1.27e-46,"150
"
comp74597_c0_seq1,tr|A0A0L8GHR6|A0A0L8GHR6_OCTBM,100.0,735,0,0,302,2506,1,735,0.0,"1454
"
comp74597_c0_seq1,tr|A0A0L8FPZ2|A0A0L8FPZ2_OCTBM,100.0,272,0,0,2636,3451,1,272,2.43e-134,"409
"
comp101586_c0_seq2,tr|A0A0L8GHP4|A0A0L8GHP4_OCTBM,98.844,173,2,0,1563,2081,4,176,5.09e-116,"351
"
comp101586_c0_seq2,tr|A0A0L8GHI8|A0A0L8GHI8_OCTBM,100.0,95,0,0,2633,2349,1,95,2.17e-59,"197
"
comp101070_c0_seq1,tr|A0A0L8GJ67|A0A0L8GJ67_OCTBM,100.0,138,0,0,99,512,52,189,1.73e-96,"280
"
comp68976_c0_seq1,tr|A0A0L8IAX0|A0A0L8IAX0_OCTBM,100.0,346,0,0,1,1038,70,415,0.0,"636
"
comp103349_c1_seq3,tr|A0A0L8FY51|A0A0L8FY51_OCTBM,100.0,109,0,0,171,497,471,579,1.5e-68,"222
"
comp100691_c0_seq1,tr|A0A0L8G2Y1|A0A0L8G2Y1_OCTBM,100.0,386,0,0,174,1331,1,386,0.0,"744
"
comp136567_c0_seq3,tr|A0A0L8FR25|A0A0L8FR25_OCTBM,100.0,290,0,0,293,1162,1,290,0.0,"546
"
comp101988_c0_seq1,tr|A0A0L8GLR5|A0A0L8GLR5_OCTBM,100.0,102,0,0,2588,2283,1,102,1.21e-65,"214
"
comp77419_c0_seq1,tr|A0A0L8FL44|A0A0L8FL44_OCTBM,100.0,180,0,0,36,575,1,180,7.97e-131,"365
"
comp144807_c0_seq1,tr|A0A0L8HRA9|A0A0L8HRA9_OCTBM,100.0,239,0,0,18,734,132,370,6.15e-166,"468
"
comp76305_c0_seq1,tr|A0A0L8GHY7|A0A0L8GHY7_OCTBM,100.0,411,0,0,287,1519,1,411,0.0,"843
"
comp253517_c0_seq1,tr|A0A0L8IB63|A0A0L8IB63_OCTBM,100.0,457,0,0,225,1595,1,457,0.0,"806
"
comp149082_c0_seq1,tr|A0A0L8FXT2|A0A0L8FXT2_OCTBM,99.751,401,1,0,500,1702,1,401,0.0,"830
"
comp149443_c0_seq1,tr|A0A0L8HA19|A0A0L8HA19_OCTBM,100.0,580,0,0,201,1940,1,580,0.0,"1150
"
comp1691801_c0_seq1,tr|A0A0L8I3C9|A0A0L8I3C9_OCTBM,100.0,20,0,0,151,210,37,56,1.26e-07,"47.4
"
comp165161_c1_seq1,tr|A0A0L8IF34|A0A0L8IF34_OCTBM,100.0,404,0,0,93,1304,1,404,0.0,"704
"
comp156698_c0_seq1,tr|A0A0L8HRW9|A0A0L8HRW9_OCTBM,100.0,83,0,0,903,1151,1,83,1.1e-50,"172
"
comp138160_c0_seq1,tr|A0A0L8GUL1|A0A0L8GUL1_OCTBM,100.0,286,0,0,557,1414,1,286,0.0,"605
"
comp138160_c0_seq1,tr|A0A0L8GN00|A0A0L8GN00_OCTBM,100.0,88,0,0,47,310,48,135,3.15e-54,"178
"
comp163477_c0_seq12,tr|A0A0L8FK57|A0A0L8FK57_OCTBM,100.0,168,0,0,720,1223,6,173,2.32e-114,"353
"
comp131050_c0_seq1,tr|A0A0L8H2J3|A0A0L8H2J3_OCTBM,98.901,91,1,0,120,392,1,91,2.84e-58,"184
"
comp138454_c0_seq1,tr|A0A0L8FSS6|A0A0L8FSS6_OCTBM,100.0,521,0,0,612,2174,1,521,0.0,"1043
"
comp144769_c0_seq1,tr|A0A0L8HKS4|A0A0L8HKS4_OCTBM,100.0,254,0,0,2,763,443,696,0.0,"524
"
comp141760_c1_seq1,tr|A0A0L8HSL8|A0A0L8HSL8_OCTBM,98.969,97,1,0,60,350,432,528,1.31e-62,"200
"
comp170842_c0_seq1,tr|A0A0L8GTU0|A0A0L8GTU0_OCTBM,100.0,116,0,0,162,509,4,119,7.14e-81,"236
"
comp130682_c0_seq2,tr|A0A0L8HSB8|A0A0L8HSB8_OCTBM,100.0,145,0,0,337,771,1,145,4.93e-105,"300
"
comp145220_c0_seq2,tr|A0A0L8G0Z5|A0A0L8G0Z5_OCTBM,97.816,824,3,2,420,2849,24,846,0.0,"1678
"
comp106796_c0_seq2,tr|A0A0L8GW49|A0A0L8GW49_OCTBM,100.0,295,0,0,236,1120,1,295,0.0,"620
"
comp215578_c0_seq1,tr|A0A0L8G8T6|A0A0L8G8T6_OCTBM,100.0,188,0,0,1,564,887,1074,8.7e-127,"382
"
comp162220_c0_seq6,tr|A0A0L8FYE2|A0A0L8FYE2_OCTBM,100.0,338,0,0,933,1946,32,369,0.0,"707
"
comp132499_c0_seq2,tr|A0A0L8H5A6|A0A0L8H5A6_OCTBM,100.0,539,0,0,975,2591,53,591,0.0,"996
"
comp132499_c0_seq2,tr|A0A0L8H5A6|A0A0L8H5A6_OCTBM,100.0,65,0,0,2880,3074,688,752,1.04e-28,"123
"
comp174723_c0_seq1,tr|A0A0L8ICK8|A0A0L8ICK8_OCTBM,98.936,188,1,1,38,598,93,280,5.15e-118,"337
"
comp100408_c0_seq1,tr|A0A0L8IBC2|A0A0L8IBC2_OCTBM,100.0,131,0,0,630,1022,26,156,1.04e-66,"211
"
comp106865_c0_seq1,tr|A0A0L8G7E6|A0A0L8G7E6_OCTBM,97.143,70,2,0,8,217,477,546,5.52e-41,"140
"
comp77777_c0_seq1,tr|A0A0L8GCI3|A0A0L8GCI3_OCTBM,99.329,1341,0,1,1323,5318,1,1341,0.0,"2726
"
comp77777_c0_seq1,tr|A0A0L8GCI7|A0A0L8GCI7_OCTBM,100.0,143,0,0,538,110,1,143,4.36e-93,"297
"
comp3731476_c0_seq1,tr|A0A0L8G8D8|A0A0L8G8D8_OCTBM,100.0,72,0,0,2,217,265,336,3.85e-43,"145
"
comp164001_c0_seq1,tr|A0A0L8IBA7|A0A0L8IBA7_OCTBM,100.0,226,0,0,1308,1985,1,226,2.1e-160,"473
"
comp164001_c0_seq1,tr|A0A0L8GZF3|A0A0L8GZF3_OCTBM,100.0,107,0,0,606,926,1,107,1.39e-63,"210
"
comp166323_c2_seq6,tr|A0A0L8FW10|A0A0L8FW10_OCTBM,100.0,254,0,0,1373,2134,340,593,3.46e-101,"327
"
comp145184_c0_seq1,tr|A0A0L8FWM0|A0A0L8FWM0_OCTBM,100.0,188,0,0,639,1202,13,200,3.42e-136,"392
"
comp160789_c0_seq2,tr|A0A0L8HE06|A0A0L8HE06_OCTBM,100.0,286,0,0,219,1076,419,704,1.46e-172,"522
"
comp160789_c0_seq2,tr|A0A0L8HCG2|A0A0L8HCG2_OCTBM,100.0,43,0,0,1967,2095,1,43,8.47e-22,"89.4
"
comp155914_c0_seq1,tr|A0A0L8FW07|A0A0L8FW07_OCTBM,100.0,534,0,0,849,2450,1,534,0.0,"1059
"
comp155914_c0_seq1,tr|A0A0L8FVB0|A0A0L8FVB0_OCTBM,100.0,410,0,0,2475,3704,92,501,0.0,"862
"
comp159974_c0_seq3,tr|A0A0L8H7W6|A0A0L8H7W6_OCTBM,97.256,328,6,1,1367,2350,1,325,0.0,"675
"
comp159974_c0_seq3,tr|A0A0L8H7W6|A0A0L8H7W6_OCTBM,100.0,339,0,0,2358,3374,320,658,0.0,"513
"
comp147296_c0_seq1,tr|A0A0L8G161|A0A0L8G161_OCTBM,100.0,79,0,0,704,940,1,79,1.09e-48,"166
"
comp157024_c0_seq2,tr|A0A0L8IIN2|A0A0L8IIN2_OCTBM,98.94,566,0,1,992,2689,933,1492,0.0,"963
"
comp157024_c0_seq2,tr|A0A0L8H5F3|A0A0L8H5F3_OCTBM,100.0,25,0,0,921,847,541,565,4.3e-07,"53.5
"
comp575316_c0_seq1,tr|A0A0L8G0X4|A0A0L8G0X4_OCTBM,100.0,55,0,0,2,166,264,318,5.81e-33,"114
"
comp52105_c0_seq1,tr|A0A0L8FNW0|A0A0L8FNW0_OCTBM,100.0,121,0,0,2,364,163,283,7.49e-84,"258
"
comp161846_c0_seq1,tr|A0A0L8HR08|A0A0L8HR08_OCTBM,100.0,349,0,0,700,1746,28,376,0.0,"704
"
comp161846_c0_seq1,tr|A0A0L8HQV8|A0A0L8HQV8_OCTBM,100.0,68,0,0,139,342,1,68,3.71e-39,"139
"
